,feature,importance
184,35,0.002121174429460812
185,182,0.0021012795041344947
186,187,0.002083480121557754
187,61,0.0020814277463924403
188,233,0.0020735011367498885
189,192,0.0020607484105257786
190,173,0.0020552655241240663
191,41,0.0020450519577068947
192,115,0.0020439293886409327
193,376,0.002042439773142453
194,72,0.0020418597497462916
195,107,0.0020189503205447555
196,398,0.00201830769200247
197,180,0.0020070343054686118
198,28,0.0019976253702829027
199,414,0.0019964140560348263
200,401,0.001985766490149645
201,109,0.001976086964679706
202,159,0.001973681132884889
203,451,0.0019717355965712374
204,123,0.0019681876107858014
205,330,0.001966124748350458
206,332,0.0019658783202479956
207,336,0.001965118009670861
208,13,0.001958092197824101
209,355,0.0019511459302852768
210,18,0.0019397943544225563
211,297,0.0019345484316096958
212,11,0.0019332463759187367
213,232,0.001921385929444153
214,402,0.0019166555735409907
215,387,0.0019138798910307798
216,314,0.0019134845846120766
217,418,0.0019108291618799916
218,293,0.0019024977201718173
219,26,0.0018970265524802233
220,273,0.0018909936214228486
221,183,0.0018600519356574482
222,357,0.001858959777817683
223,429,0.0018487461761918056
224,484,0.0018382100320373487
225,265,0.0018336614706089107
226,54,0.0018331157219482301
227,329,0.0018194679280065882
228,104,0.0017956638479590648
229,53,0.0017851662999162435
230,2,0.001784991061440099
231,62,0.001770502221277148
232,419,0.001760474173597943
233,216,0.0017598399003102407
234,254,0.0017521635067440323
235,128,0.001751564610988631
236,318,0.0017401602372999951
237,361,0.0017392879708522941
238,391,0.0017385985101607529
239,489,0.0017275953579011726
240,426,0.0017273625254544025
241,142,0.0017231667642854445
242,220,0.0017176591635334347
243,274,0.0017144443421959958
244,434,0.0017034141245456458
245,445,0.0017025139494579883
246,97,0.0017011321075069206
247,234,0.0016997186416880198
248,51,0.0016888494849588824
249,399,0.0016823963002602792
250,319,0.0016739644298127477
251,40,0.0016737786907161446
252,19,0.0016734145986805218
253,263,0.0016642758167730149
254,408,0.001661212965713515
255,102,0.0016558252260230341
256,400,0.0016473064914028033
257,432,0.0016449224719820893
258,276,0.0016384271893563496
259,324,0.0016382906550096628
260,266,0.0016258811198846528
261,262,0.0016224455922013434
262,213,0.001616515698818571
263,5,0.00161587439382767
264,184,0.0016116439319234877
265,237,0.0016069698915473535
266,462,0.0016048874653233035
267,121,0.0015979510876671914
268,301,0.001588191062618645
269,200,0.0015864028972548696
270,454,0.001581747077080197
271,404,0.0015810283893949223
272,120,0.001573961325031018
273,223,0.0015724594207190618
274,47,0.00157184781737462
275,291,0.0015677222514051611
276,160,0.0015645476746689166
277,480,0.0015618875629867044
278,424,0.0015592850218072818
279,235,0.0015543267959221172
280,147,0.0015345670826662698
281,406,0.0015335508934704646
282,389,0.0015320838465705494
283,338,0.0015175040531503698
284,169,0.001515456850300831
285,218,0.0015081337319935715
286,358,0.001504203252760732
287,303,0.0014986415783127928
288,163,0.001498167925069706
289,345,0.0014954684612110754
290,369,0.0014856055343983395
291,58,0.0014798005271863814
292,124,0.001479371395980989
293,388,0.0014770107367700776
294,315,0.0014720733105557332
295,385,0.001470933962792634
296,172,0.0014671491044270868
297,360,0.0014655700902078835
298,211,0.0014623075942917587
299,143,0.001460544431804004
300,134,0.0014482652120412854
301,246,0.0014472602099516656
302,137,0.0014459232515929524
303,268,0.0014448903486083214
304,372,0.0014438940885104052
305,80,0.001438738959014491
306,327,0.0014358076798691474
307,278,0.0014299195394928748
308,441,0.0014267485946515932
309,341,0.001421979107306559
310,368,0.0014184392589065696
311,281,0.0014118778733368368
312,490,0.0014095371290181547
313,194,0.00140877307914893
314,335,0.0014000996741989147
315,383,0.0013951859544961399
316,348,0.00137696127854251
317,463,0.0013638685586685908
318,364,0.001356392369084051
319,350,0.001348486788490956
320,204,0.0013477595066599367
321,135,0.00134472784438401
322,122,0.0013438968224047834
323,15,0.0013389486626811844
324,437,0.0013371791937658798
325,487,0.0013272896653660057
326,271,0.001326669267587765
327,49,0.0013213448696031867
328,139,0.0013151793170614473
329,167,0.0013117250325163842
330,215,0.0013114287006424903
331,427,0.0013109090686565495
332,44,0.0012999719691406657
333,3,0.0012938704722590393
334,0,0.00129260773270072
335,290,0.0012832980394379971
336,42,0.0012758150628730596
337,475,0.0012704066931105058
338,473,0.0012668457324650708
339,149,0.0012647450600976058
340,405,0.0012639762736001967
341,251,0.0012570373807359245
342,289,0.0012425309876796427
343,140,0.0012399240524291072
344,133,0.0012325416822419398
345,141,0.001220558137308274
346,225,0.0012194725657138877
347,171,0.0012119186627048677
348,255,0.0012079913133727204
349,164,0.001205630920235269
350,313,0.0012043706811502753
351,340,0.0011944169494767668
352,185,0.001193677492882199
353,64,0.0011931639847475306
354,275,0.0011929361587417599
355,492,0.0011902614774797076
356,161,0.00119001867047227
357,299,0.0011875342079315687
358,78,0.0011762977207415372
359,57,0.0011732625909273524
360,321,0.0011669773231059064
361,381,0.0011640287894052904
362,74,0.0011583541028990787
363,257,0.0011574422727913384
364,258,0.0011574247645426774
365,458,0.0011545259179774616
366,45,0.0011432436586688805
367,452,0.0011429656827920286
368,461,0.0011336136000101775
369,238,0.0011288821123011034
370,156,0.0011244943199926589
371,95,0.0011185740682784825
372,205,0.0011148248749561723
373,482,0.0011144699854111085
374,421,0.0011017118930338292
375,279,0.0010871254686580483
376,30,0.0010836361979648956
377,444,0.0010702103423461068
378,264,0.001062219179246179
379,243,0.0010583253698578038
380,305,0.001054508285049425
381,280,0.0010461792484620488
382,433,0.001042741271582914
383,157,0.0010369388587284382
384,375,0.0010325584279245207
385,219,0.0010286777948007842
386,384,0.0010267022407306156
387,342,0.001025979724132302
388,356,0.0010255944445142387
389,209,0.0010205800436282576
390,295,0.0010172429357122705
391,174,0.001012989032556172
392,222,0.0010015697958299012
393,481,0.0009963650141113136
394,302,0.0009821645325047796
395,214,0.0009735021336847463
396,256,0.0009675602185250106
397,50,0.0009598849086001223
398,31,0.0009570373723413289
399,168,0.0009561059444793328
400,394,0.0009497976540319907
401,455,0.0009382911710933674
402,166,0.0009366609230108924
403,470,0.0009302130518980024
404,17,0.0009212479200637039
405,343,0.0009008584770574579
406,76,0.0008888490785217551
407,365,0.0008757929370884356
408,248,0.0008589194832908366
409,178,0.0008545001737315268
410,212,0.0008492590379871402
411,203,0.0008409698333533837
412,148,0.0008326675296484635
413,210,0.0008325284108886334
414,93,0.0008231018655967252
415,260,0.0008210735563941372
416,456,0.0008188225563611963
417,323,0.0008117938601814159
418,231,0.0007698698946380863
419,287,0.0007693356752611482
420,199,0.0007651631530847287
421,152,0.0007587991846906103
422,379,0.0007549795436142503
423,298,0.0007537125349432827
424,176,0.0007506082103354573
425,125,0.0007480459920668208
426,374,0.0007384804143935633
427,373,0.0007379933435417039
428,367,0.0007121850868995373
429,331,0.0007118088076574421
430,208,0.0007043924034715249
431,217,0.0006993235120201732
432,165,0.0006966735181154698
433,105,0.000688289631547785
434,162,0.0006854911685915248
435,46,0.0006775050011677237
436,110,0.0006739062295481064
437,359,0.0006697178169417309
438,197,0.0006623677121285541
439,339,0.0006604578621431219
440,91,0.0006512462328104492
441,138,0.00064166796028762
442,36,0.0006311063293665972
443,158,0.0006270784014154315
444,259,0.0006267397423682292
445,478,0.0006232905000724842
446,439,0.0005915406378962147
447,446,0.0005871080386763574
448,127,0.000586774446475538
449,154,0.0005830966429914366
450,448,0.0005761141791650342
451,75,0.0005700683196603266
452,55,0.0005686796391219628
453,34,0.0005634205878329369
454,467,0.0005630898727924489
455,48,0.0005615984201019887
456,16,0.0005375655873947785
457,435,0.0005251771737070743
458,52,0.0005221947337842403
459,294,0.0005061070391179068
460,201,0.0004903052714546309
461,136,0.0004795599915457744
462,396,0.0004772037483487672
463,103,0.0004645662233537167
464,450,0.00046275013122847465
465,170,0.00045158761317798466
466,296,0.00045092201328347467
467,145,0.0004494379754750134
468,465,0.0004413328030347713
469,150,0.00041440808710782525
470,118,0.0004039793963679056
471,334,0.00036373203653698396
472,236,0.0003467644882664726
473,253,0.0003459719557597543
474,300,0.0003128328416987299
475,468,0.00029350479846557674
476,285,0.00023504066714285366
477,59,0.00017824096751579372
478,377,0.0001090019243767393
479,221,0.00010501923126874426
480,469,9.873775971553816e-05
481,431,9.269521486072567e-05
482,491,8.790704120739393e-05
483,430,8.747210816345903e-05
484,397,8.3820817347433e-05
485,326,7.182950957282758e-05
486,244,6.945760738131967e-05
487,1,4.562459106007223e-05
488,119,4.550604455446448e-05
489,146,4.470635600924699e-05
490,307,2.7091348875252088e-05
491,476,2.6262919916001823e-05
492,494,2.4686591623395182e-05
493,392,1.567608284665868e-05
494,442,1.0545728460479492e-05
495,32,5.272864230239747e-06
