"mFMmFF","mMFmFF","mMMmFF","mMFmFM","mMMmFM","mMMmMF","Glottocode"
0,1,0,0,1,0,"tenh1241"
0,1,0,0,1,0,"term1237"
1,1,1,1,1,1,"tete1250"
1,1,1,1,1,1,"tetu1245"
1,1,1,1,1,1,"tetu1246"
0,1,0,0,1,0,"thao1240"
0,0,0,0,0,0,"thay1249"
0,1,0,0,1,0,"tido1248"
0,1,0,0,1,0,"tido1248a"
1,1,1,1,1,1,"tiko1237"
1,1,1,1,1,1,"tiko1237a"
0,1,0,0,1,0,"tiri1258"
0,0,0,0,1,0,"tivv1240"
1,1,1,1,1,1,"tlin1245"
1,1,1,1,1,1,"toab1237"
0,1,0,0,1,0,"toba1269"
1,0,0,0,0,1,"toca1235"
0,1,0,0,1,0,"toda1252"
0,0,0,0,0,0,"toho1245"
1,1,1,1,1,1,"toke1240"
1,1,1,1,1,1,"toke1240a"
1,1,1,1,1,1,"tokp1240"
1,1,1,1,1,1,"tola1247"
0,0,0,0,0,0,"tolo1259"
0,1,0,0,1,0,"toma1248"
0,1,0,0,1,0,"tomb1243"
0,1,0,0,1,0,"tomi1243"
0,1,0,0,1,0,"tong1321"
1,1,1,1,1,1,"tong1325"
0,1,0,0,1,0,"tons1240"
0,1,0,0,1,0,"toor1238"
1,1,1,1,1,1,"tore1237"
0,1,0,0,1,0,"torr1261"
0,1,0,0,1,0,"tosk1239"
0,1,0,0,1,0,"toto1304"
0,1,0,0,1,0,"trin1274"
0,1,0,0,1,0,"trum1247"
1,1,1,1,1,1,"tson1249"
0,1,0,0,1,0,"tswa1253"
1,1,1,1,1,1,"tuam1242"
0,0,0,0,1,0,"tuba1278"
0,0,0,0,1,0,"tuba1279"
0,1,0,0,1,0,"tubu1240"
0,1,0,0,0,0,"tuca1252"
1,1,1,1,1,1,"tuka1249"
1,1,1,1,1,1,"tula1253"
1,1,1,1,1,1,"tung1290"
0,0,0,0,0,0,"turu1249"
1,1,1,1,1,1,"tusc1257"
1,1,1,1,1,1,"tuva1244"
0,0,0,0,0,0,"uabm1237"
0,0,0,0,0,0,"udmu1245"
0,1,0,0,1,0,"ukra1253"
0,1,0,0,1,0,"ulaw1237"
0,1,0,0,1,0,"umaj1240"
0,1,0,0,1,0,"umbu1257"
1,1,1,1,1,1,"umir1236"
0,0,0,0,0,0,"umpi1239"
0,1,0,0,1,0,"unua1237"
0,1,0,0,1,0,"uppe1274"
0,1,0,0,1,0,"urak1238"
0,1,0,0,1,0,"urav1235"
0,0,0,0,0,0,"urdu1245"
1,1,1,1,1,1,"urip1239"
0,0,0,0,0,0,"utee1244"
0,1,0,0,1,0,"utes1238"
1,1,1,1,1,1,"vaoo1237"
0,1,0,0,1,0,"vari1239"
1,1,1,1,1,1,"vend1245"
0,1,0,0,1,0,"veps1250"
0,1,0,0,1,0,"vera1241"
0,0,0,0,0,0,"vlax1238"
1,1,1,1,1,1,"vure1239"
0,0,0,0,1,0,"waga1260"
1,1,1,1,1,1,"waia1242"
0,0,0,0,0,0,"wail1244"
0,1,0,0,1,0,"waim1253"
0,1,0,0,1,0,"waim1255"
0,1,0,0,1,0,"waiw1244"
0,1,0,0,1,0,"waja1257"
0,1,0,0,1,0,"wall1255"
1,1,1,1,1,1,"wall1257"
0,0,0,0,0,0,"wamb1258"
0,1,0,0,1,0,"wang1287"
0,1,0,0,1,0,"wang1288"
0,0,0,0,0,0,"wang1290"
0,0,0,0,0,0,"wang1290a"
0,0,0,0,0,0,"wang1291"
0,0,0,0,1,0,"wanm1242"
0,1,0,0,1,0,"wapi1253"
0,0,0,0,0,0,"warl1254"
0,0,0,0,0,0,"warl1254a"
0,0,0,0,0,0,"warl1255"
0,1,0,0,1,0,"waro1242"
0,0,0,0,0,0,"warr1257"
0,0,0,0,0,0,"waru1264"
0,0,0,1,0,0,"waru1265"
1,1,1,1,1,1,"waru1266"
1,1,1,1,1,1,"watu1246"
0,1,0,0,1,0,"waur1244"
1,1,1,1,1,1,"wawo1239"
0,1,0,0,1,0,"waya1270"
0,1,0,0,1,0,"wayu1243"
0,1,0,0,1,0,"weda1240"
0,1,0,0,1,0,"wels1247"
1,1,1,1,1,1,"wers1238"
0,1,0,0,1,0,"west1508"
0,1,0,0,1,0,"west2369"
0,1,0,0,1,0,"west2386"
1,1,1,1,1,1,"west2515"
1,1,1,1,1,1,"west2555"
0,1,0,0,1,0,"west2559"
0,1,0,0,1,0,"west2560"
0,1,0,0,1,0,"west2599"
0,0,0,0,0,1,"west2615"
0,1,0,0,1,0,"west2618"
0,1,0,0,1,0,"west2632"
1,1,1,1,1,1,"whit1269"
0,1,0,0,1,0,"wich1264"
0,0,0,1,0,0,"wikm1247"
0,1,0,0,1,0,"winn1245"
0,0,0,0,0,0,"wira1262"
0,1,0,0,1,0,"wira1265"
1,1,1,1,1,1,"wiwi1237"
0,1,0,0,1,0,"wiyo1248"
1,1,1,1,1,1,"woge1237"
0,1,0,0,1,0,"wole1240"
1,1,1,1,1,1,"woli1241"
0,1,0,0,1,0,"wood1236"
0,0,0,0,0,0,"wulg1239"
0,1,0,0,1,0,"wyan1247"
0,1,0,0,1,0,"xara1244"
0,0,0,0,0,0,"xibe1242"
0,0,0,0,1,0,"yabe1254"
0,0,0,0,0,0,"yadh1237"
0,1,0,0,1,0,"yagw1240"
1,1,1,1,1,1,"yaka1272"
1,1,1,1,1,1,"yaka1277"
0,1,0,0,1,0,"yaki1237"
0,0,1,0,0,0,"yala1262"
0,0,1,0,0,0,"yala1262a"
0,1,0,0,1,0,"yama1264"
0,1,0,0,1,0,"yami1254"
0,0,0,0,0,0,"yand1253"
0,0,0,0,0,0,"yand1253a"
0,1,0,0,1,0,"yano1262"
0,0,0,0,0,0,"yany1243"
0,1,0,0,1,0,"yavi1244"
0,1,0,0,1,0,"yele1255"
1,1,1,1,1,1,"yelm1242"
0,0,0,0,0,0,"yeru1240"
0,0,0,0,0,0,"yidi1250"
0,0,0,0,0,0,"yidi1250a"
0,0,0,0,0,0,"yind1247"
1,1,1,1,1,1,"yomb1244"
0,1,0,0,1,0,"yort1237"
0,1,0,0,1,0,"yuga1244"
0,1,0,0,1,0,"yugu1249"
0,0,0,0,0,0,"yuki1243b"
0,0,1,1,0,0,"yulp1239"
0,1,0,0,1,0,"yura1255"
0,1,0,0,1,0,"yuro1248"
0,1,0,0,1,0,"yuwa1244"
1,1,1,1,1,1,"zaba1237"
0,1,0,0,1,0,"zigu1242"
0,1,0,0,1,0,"zinz1238"
0,1,0,0,1,0,"zulu1248"
0,1,0,0,1,0,"zuni1245"
