Rate	83.33
Rev Jump	16.67
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
431	0.255220	69	0.173913	3.222990	431	0.255220	0.244000	0.300128	
431	0.294664	69	0.188406	3.222990	431	0.294664	0.280000	0.299904	
456	0.300439	44	0.363636	3.222990	456	0.300439	0.306000	0.299971	
443	0.241535	57	0.140351	3.222990	443	0.241535	0.230000	0.299211	
455	0.312088	45	0.088889	3.222990	455	0.312088	0.292000	0.299133	
443	0.297968	57	0.105263	3.222990	443	0.297968	0.276000	0.298887	
450	0.302222	50	0.180000	3.222990	450	0.302222	0.290000	0.298794	
442	0.395928	58	0.155172	3.222990	442	0.395928	0.368000	0.299515	
440	0.340909	60	0.166667	3.222990	440	0.340909	0.320000	0.299726	
453	0.328918	47	0.127660	3.222990	453	0.328918	0.310000	0.299831	
451	0.401330	49	0.183673	3.222990	451	0.401330	0.380000	0.300640	
451	0.292683	49	0.204082	5.000000	451	0.292683	0.284000	0.300474	
